City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,longyearbyen,78.2186,15.6401,277.06,70,0,4.12,SJ,1686177114
1,edinburgh of the seven seas,-37.0676,-12.3116,288.15,83,12,12.05,SH,1686177114
2,avarua,-21.2078,-159.775,299.18,69,20,6.69,CK,1686177114
3,wailua homesteads,22.0669,-159.378,300.85,76,20,4.63,US,1686177114
4,whangarei,-35.7317,174.3239,286.89,79,69,3.91,NZ,1686177114
5,grytviken,-54.2811,-36.5092,275.58,98,100,3.29,GS,1686177115
6,port saint john's,-31.6229,29.5448,292.56,61,9,5.16,ZA,1686177115
7,margaret river,-33.95,115.0667,288.33,74,98,4.86,AU,1686177115
8,papatowai,-46.5619,169.4708,280.81,79,48,0.86,NZ,1686177115
9,broken hill,-31.95,141.4333,283.7,57,2,6.76,AU,1686177116
10,magong,23.5654,119.5863,300.67,87,95,6.45,TW,1686177116
11,bethel,41.3712,-73.414,292.32,59,100,2.57,US,1686176935
12,inarajan village,13.2736,144.7484,301.92,85,100,5.18,GU,1686177116
13,west island,-12.1568,96.8225,299.14,83,75,8.75,CC,1686177116
14,puerto natales,-51.7236,-72.4875,274.27,93,100,1.73,CL,1686177117
15,punta arenas,-53.15,-70.9167,275.21,75,20,5.14,CL,1686177117
16,zheleznodorozhnyy,55.7503,38.0042,287.38,87,37,1.62,RU,1686177117
17,turpan,42.9333,89.1667,305.81,10,18,0.68,CN,1686177117
18,chulakkurgan,43.765,69.1814,298.62,29,9,4.81,KZ,1686177117
19,formosa,-26.1775,-58.1781,294.24,83,0,2.56,AR,1686177117
